10	2	2	2	0	-1
20	2	2	2	0	-1
30	2	2	2	0	-1
40	2	2	2	0	-1
50	2	2	2	0	-1
60	2	2	2	0	-1
70	2	2	2	0	-1
80	2	2	2	0	-1
90	2	2	2	0	-1
100	2	2	2	0	-1
110	2	2	2	0	-1
120	2	2	2	0	-1
130	2	2	2	0	-1
140	2	2	2	0	-1
150	2	2	2	0	-1
160	2	2	2	0	-1
170	2	2	2	0	-1
180	2	2	2	0	-1
190	2	2	2	0	-1
200	2	2	2	0	-1
210	2	2	2	0	-1
220	2	2	2	0	-1
230	2	2	2	0	-1
240	2	2	2	0	-1
250	2	2	2	0	-1
260	2	2	2	0	-1
270	2	2	2	0	-1
280	2	2	2	0	-1
290	2	2	2	0	-1
300	2	2	2	0	-1
310	2	2	2	0	-1
320	2	2	2	0	-1
330	2	2	2	0	-1
340	2	2	2	0	-1
350	2	2	2	0	-1
360	2	2	2	0	-1
370	2	2	2	0	-1
380	2	2	2	0	-1
390	2	2	2	0	-1
400	2	2	2	0	-1
410	2	2	2	0	-1
420	2	2	2	0	-1
430	2	2	2	0	-1
440	2	2	2	0	-1
450	2	2	2	0	-1
460	2	2	2	0	-1
470	2	2	2	0	-1
480	2	2	2	0	-1
490	2	2	2	0	-1
500	2	2	2	0	-1
510	2	2	2	0	-1
520	2	2	2	0	-1
530	2	2	2	0	-1
540	2	2	2	0	-1
550	2	2	2	0	-1
560	2	2	2	0	-1
570	2	2	2	0	-1
580	2	2	2	0	-1
590	2	2	2	0	-1
600	2	2	2	0	-1
610	2	2	2	0	-1
620	2	2	2	0	-1
630	2	2	2	0	-1
640	2	2	2	0	-1
650	2	2	2	0	-1
660	2	2	2	0	-1
670	2	2	2	0	-1
680	2	2	2	0	-1
690	2	2	2	0	-1
700	2	2	2	0	-1
710	2	2	2	0	-1
720	2	2	2	0	-1
730	2	2	2	0	-1
740	2	2	2	0	-1
750	2	2	2	0	-1
760	2	2	2	0	-1
770	2	2	2	0	-1
780	2	2	2	0	-1
790	2	2	2	0	-1
800	2	2	2	0	-1
810	2	2	2	0	-1
820	2	2	2	0	-1
830	2	2	2	0	-1
840	2	2	2	0	-1
850	2	2	2	0	-1
860	2	2	2	0	-1
870	2	2	2	0	-1
880	2	2	2	0	-1
890	2	2	2	0	-1
900	2	2	2	0	-1
910	2	2	2	0	-1
920	2	2	2	0	-1
930	2	2	2	0	-1
940	2	2	2	0	-1
950	2	2	2	0	-1
960	2	2	2	0	-1
970	2	2	2	0	-1
980	2	2	2	0	-1
990	2	2	2	0	-1
1000	2	2	2	0	-1
10	2	2	2	0	-1
20	2	2	2	0	-1
30	2	2	2	0	-1
40	2	2	2	0	-1
50	2	2	2	0	-1
60	2	2	2	0	-1
70	2	2	2	0	-1
80	2	2	2	0	-1
90	2	2	2	0	-1
100	2	2	2	0	-1
110	2	2	2	0	-1
120	2	2	2	0	-1
130	2	2	2	0	-1
140	2	2	2	0	-1
150	2	2	2	0	-1
160	2	2	2	0	-1
170	2	2	2	0	-1
180	2	2	2	0	-1
190	2	2	2	0	-1
200	2	2	2	0	-1
210	2	2	2	0	-1
220	2	2	2	0	-1
230	2	2	2	0	-1
240	2	2	2	0	-1
250	2	2	2	0	-1
260	2	2	2	0	-1
270	2	2	2	0	-1
280	2	2	2	0	-1
290	2	2	2	0	-1
300	2	2	2	0	-1
310	2	2	2	0	-1
320	2	2	2	0	-1
330	2	2	2	0	-1
340	2	2	2	0	-1
350	2	2	2	0	-1
360	2	2	2	0	-1
370	2	2	2	0	-1
380	2	2	2	0	-1
390	2	2	2	0	-1
400	2	2	2	0	-1
410	2	2	2	0	-1
420	2	2	2	0	-1
430	2	2	2	0	-1
440	2	2	2	0	-1
450	2	2	2	0	-1
460	2	2	2	0	-1
470	2	2	2	0	-1
480	2	2	2	0	-1
490	2	2	2	0	-1
500	2	2	2	0	-1
510	2	2	2	0	-1
520	2	2	2	0	-1
530	2	2	2	0	-1
540	2	2	2	0	-1
550	2	2	2	0	-1
560	2	2	2	0	-1
570	2	2	2	0	-1
580	2	2	2	0	-1
590	2	2	2	0	-1
600	2	2	2	0	-1
610	2	2	2	0	-1
620	2	2	2	0	-1
630	2	2	2	0	-1
640	2	2	2	0	-1
650	2	2	2	0	-1
660	2	2	2	0	-1
670	2	2	2	0	-1
680	2	2	2	0	-1
690	2	2	2	0	-1
700	2	2	2	0	-1
710	2	2	2	0	-1
720	2	2	2	0	-1
730	2	2	2	0	-1
740	2	2	2	0	-1
750	2	2	2	0	-1
760	2	2	2	0	-1
770	2	2	2	0	-1
780	2	2	2	0	-1
790	2	2	2	0	-1
800	2	2	2	0	-1
810	2	2	2	0	-1
820	2	2	2	0	-1
830	2	2	2	0	-1
840	2	2	2	0	-1
850	2	2	2	0	-1
860	2	2	2	0	-1
870	2	2	2	0	-1
880	2	2	2	0	-1
890	2	2	2	0	-1
900	2	2	2	0	-1
910	2	2	2	0	-1
920	2	2	2	0	-1
930	2	2	2	0	-1
940	2	2	2	0	-1
950	2	2	2	0	-1
960	2	2	2	0	-1
970	2	2	2	0	-1
980	2	2	2	0	-1
990	2	2	2	0	-1
1000	2	2	2	0	-1
1010	2	2	2	0	-1
1020	2	2	2	0	-1
1030	2	2	2	0	-1
1040	2	2	2	0	-1
1050	2	2	2	0	-1
1060	2	2	2	0	-1
1070	2	2	2	0	-1
1080	2	2	2	0	-1
1090	2	2	2	0	-1
1100	2	2	2	0	-1
1110	2	2	2	0	-1
1120	2	2	2	0	-1
1130	2	2	2	0	-1
1140	2	2	2	0	-1
1150	2	2	2	0	-1
1160	2	2	2	0	-1
1170	2	2	2	0	-1
1180	2	2	2	0	-1
1190	2	2	2	0	-1
1200	2	2	2	0	-1
1210	2	2	2	0	-1
1220	2	2	2	0	-1
1230	2	2	2	0	-1
1240	2	2	2	0	-1
1250	2	2	2	0	-1
1260	2	2	2	0	-1
1270	2	2	2	0	-1
1280	2	2	2	0	-1
1290	2	2	2	0	-1
1300	2	2	2	0	-1
1310	2	2	2	0	-1
1320	2	2	2	0	-1
1330	2	2	2	0	-1
1340	2	2	2	0	-1
1350	2	2	2	0	-1
1360	2	2	2	0	-1
1370	2	2	2	0	-1
1380	2	2	2	0	-1
1390	2	2	2	0	-1
1400	2	2	2	0	-1
1410	2	2	2	0	-1
1420	2	2	2	0	-1
1430	2	2	2	0	-1
1440	2	2	2	0	-1
1450	2	2	2	0	-1
1460	2	2	2	0	-1
1470	2	2	2	0	-1
1480	2	2	2	0	-1
1490	2	2	2	0	-1
1500	2	2	2	0	-1
1510	2	2	2	0	-1
1520	2	2	2	0	-1
1530	2	2	2	0	-1
1540	2	2	2	0	-1
1550	2	2	2	0	-1
1560	2	2	2	0	-1
1570	2	2	2	0	-1
1580	2	2	2	0	-1
1590	2	2	2	0	-1
1600	2	2	2	0	-1
1610	2	2	2	0	-1
1620	2	2	2	0	-1
1630	2	2	2	0	-1
1640	2	2	2	0	-1
1650	2	2	2	0	-1
1660	2	2	2	0	-1
1670	2	2	2	0	-1
1680	2	2	2	0	-1
1690	2	2	2	0	-1
1700	2	2	2	0	-1
1710	2	2	2	0	-1
1720	2	2	2	0	-1
1730	2	2	2	0	-1
1740	2	2	2	0	-1
1750	2	2	2	0	-1
1760	2	2	2	0	-1
1770	2	2	2	0	-1
1780	2	2	2	0	-1
1790	2	2	2	0	-1
1800	2	2	2	0	-1
1810	2	2	2	0	-1
1820	2	2	2	0	-1
1830	2	2	2	0	-1
1840	2	2	2	0	-1
1850	2	2	2	0	-1
1860	2	2	2	0	-1
1870	2	2	2	0	-1
1880	2	2	2	0	-1
1890	2	2	2	0	-1
1900	2	2	2	0	-1
1910	2	2	2	0	-1
1920	2	2	2	0	-1
1930	2	2	2	0	-1
1940	2	2	2	0	-1
1950	2	2	2	0	-1
1960	2	2	2	0	-1
1970	2	2	2	0	-1
1980	2	2	2	0	-1
1990	2	2	2	0	-1
2000	2	2	2	0	-1
2010	2	2	2	0	-1
2020	2	2	2	0	-1
2030	2	2	2	0	-1
2040	2	2	2	0	-1
2050	2	2	2	0	-1
2060	2	2	2	0	-1
2070	2	2	2	0	-1
2080	2	2	2	0	-1
2090	2	2	2	0	-1
2100	2	2	2	0	-1
2110	2	2	2	0	-1
2120	2	2	2	0	-1
2130	2	2	2	0	-1
2140	2	2	2	0	-1
2150	2	2	2	0	-1
2160	2	2	2	0	-1
2170	2	2	2	0	-1
2180	2	2	2	0	-1
2190	2	2	2	0	-1
2200	2	2	2	0	-1
2210	2	2	2	0	-1
2220	2	2	2	0	-1
2230	2	2	2	0	-1
2240	2	2	2	0	-1
2250	2	2	2	0	-1
2260	2	2	2	0	-1
2270	2	2	2	0	-1
2280	2	2	2	0	-1
2290	2	2	2	0	-1
2300	2	2	2	0	-1
2310	2	2	2	0	-1
2320	2	2	2	0	-1
2330	2	2	2	0	-1
2340	2	2	2	0	-1
2350	2	2	2	0	-1
2360	2	2	2	0	-1
2370	2	2	2	0	-1
2380	2	2	2	0	-1
2390	2	2	2	0	-1
2400	2	2	2	0	-1
2410	2	2	2	0	-1
2420	2	2	2	0	-1
2430	2	2	2	0	-1
2440	2	2	2	0	-1
2450	2	2	2	0	-1
2460	2	2	2	0	-1
2470	2	2	2	0	-1
2480	2	2	2	0	-1
2490	2	2	2	0	-1
2500	2	2	2	0	-1
2510	2	2	2	0	-1
2520	2	2	2	0	-1
2530	2	2	2	0	-1
2540	2	2	2	0	-1
2550	2	2	2	0	-1
2560	2	2	2	0	-1
2570	2	2	2	0	-1
2580	2	2	2	0	-1
2590	2	2	2	0	-1
2600	2	2	2	0	-1
2610	2	2	2	0	-1
2620	2	2	2	0	-1
2630	2	2	2	0	-1
2640	2	2	2	0	-1
2650	2	2	2	0	-1
2660	2	2	2	0	-1
2670	2	2	2	0	-1
2680	2	2	2	0	-1
2690	2	2	2	0	-1
2700	2	2	2	0	-1
2710	2	2	2	0	-1
2720	2	2	2	0	-1
2730	2	2	2	0	-1
2740	2	2	2	0	-1
2750	2	2	2	0	-1
2760	2	2	2	0	-1
2770	2	2	2	0	-1
2780	2	2	2	0	-1
2790	2	2	2	0	-1
2800	2	2	2	0	-1
2810	2	2	2	0	-1
2820	2	2	2	0	-1
2830	2	2	2	0	-1
2840	2	2	2	0	-1
2850	2	2	2	0	-1
2860	2	2	2	0	-1
2870	2	2	2	0	-1
2880	2	2	2	0	-1
2890	2	2	2	0	-1
2900	2	2	2	0	-1
2910	2	2	2	0	-1
2920	2	2	2	0	-1
2930	2	2	2	0	-1
2940	2	2	2	0	-1
2950	2	2	2	0	-1
2960	2	2	2	0	-1
2970	2	2	2	0	-1
2980	2	2	2	0	-1
2990	2	2	2	0	-1
3000	2	2	2	0	-1
3010	2	2	2	0	-1
3020	2	2	2	0	-1
3030	2	2	2	0	-1
3040	2	2	2	0	-1
3050	2	2	2	0	-1
3060	2	2	2	0	-1
3070	2	2	2	0	-1
3080	2	2	2	0	-1
3090	2	2	2	0	-1
3100	2	2	2	0	-1
3110	2	2	2	0	-1
3120	2	2	2	0	-1
3130	2	2	2	0	-1
3140	2	2	2	0	-1
3150	2	2	2	0	-1
3160	2	2	2	0	-1
3170	2	2	2	0	-1
3180	2	2	2	0	-1
3190	2	2	2	0	-1
3200	2	2	2	0	-1
3210	2	2	2	0	-1
3220	2	2	2	0	-1
3230	2	2	2	0	-1
3240	2	2	2	0	-1
3250	2	2	2	0	-1
3260	2	2	2	0	-1
3270	2	2	2	0	-1
3280	2	2	2	0	-1
3290	2	2	2	0	-1
3300	2	2	2	0	-1
3310	2	2	2	0	-1
3320	2	2	2	0	-1
3330	2	2	2	0	-1
3340	2	2	2	0	-1
3350	2	2	2	0	-1
3360	2	2	2	0	-1
3370	2	2	2	0	-1
3380	2	2	2	0	-1
3390	2	2	2	0	-1
3400	2	2	2	0	-1
3410	2	2	2	0	-1
3420	2	2	2	0	-1
3430	2	2	2	0	-1
3440	2	2	2	0	-1
3450	2	2	2	0	-1
3460	2	2	2	0	-1
3470	2	2	2	0	-1
3480	2	2	2	0	-1
3490	2	2	2	0	-1
3500	2	2	2	0	-1
3510	2	2	2	0	-1
3520	2	2	2	0	-1
3530	2	2	2	0	-1
3540	2	2	2	0	-1
3550	2	2	2	0	-1
3560	2	2	2	0	-1
3570	2	2	2	0	-1
3580	2	2	2	0	-1
3590	2	2	2	0	-1
3600	2	2	2	0	-1
3610	2	2	2	0	-1
3620	2	2	2	0	-1
3630	2	2	2	0	-1
3640	2	2	2	0	-1
3650	2	2	2	0	-1
3660	2	2	2	0	-1
3670	2	2	2	0	-1
3680	2	2	2	0	-1
3690	2	2	2	0	-1
3700	2	2	2	0	-1
3710	2	2	2	0	-1
3720	2	2	2	0	-1
3730	2	2	2	0	-1
3740	2	2	2	0	-1
3750	2	2	2	0	-1
3760	2	2	2	0	-1
3770	2	2	2	0	-1
3780	2	2	2	0	-1
3790	2	2	2	0	-1
3800	2	2	2	0	-1
3810	2	2	2	0	-1
3820	2	2	2	0	-1
3830	2	2	2	0	-1
3840	2	2	2	0	-1
3850	2	2	2	0	-1
3860	2	2	2	0	-1
3870	2	2	2	0	-1
3880	2	2	2	0	-1
3890	2	2	2	0	-1
3900	2	2	2	0	-1
3910	2	2	2	0	-1
3920	2	2	2	0	-1
3930	2	2	2	0	-1
3940	2	2	2	0	-1
3950	2	2	2	0	-1
3960	2	2	2	0	-1
3970	2	2	2	0	-1
3980	2	2	2	0	-1
3990	2	2	2	0	-1
4000	2	2	2	0	-1
4010	2	2	2	0	-1
4020	2	2	2	0	-1
4030	2	2	2	0	-1
4040	2	2	2	0	-1
4050	2	2	2	0	-1
4060	2	2	2	0	-1
4070	2	2	2	0	-1
4080	2	2	2	0	-1
4090	2	2	2	0	-1
4100	2	2	2	0	-1
4110	2	2	2	0	-1
4120	2	2	2	0	-1
4130	2	2	2	0	-1
4140	2	2	2	0	-1
4150	2	2	2	0	-1
4160	2	2	2	0	-1
4170	2	2	2	0	-1
4180	2	2	2	0	-1
4190	2	2	2	0	-1
4200	2	2	2	0	-1
4210	2	2	2	0	-1
4220	2	2	2	0	-1
4230	2	2	2	0	-1
4240	2	2	2	0	-1
4250	2	2	2	0	-1
4260	2	2	2	0	-1
4270	2	2	2	0	-1
4280	2	2	2	0	-1
4290	2	2	2	0	-1
4300	2	2	2	0	-1
4310	2	2	2	0	-1
4320	2	2	2	0	-1
4330	2	2	2	0	-1
4340	2	2	2	0	-1
4350	2	2	2	0	-1
4360	2	2	2	0	-1
4370	2	2	2	0	-1
4380	2	2	2	0	-1
4390	2	2	2	0	-1
4400	2	2	2	0	-1
4410	2	2	2	0	-1
4420	2	2	2	0	-1
4430	2	2	2	0	-1
4440	2	2	2	0	-1
4450	2	2	2	0	-1
4460	2	2	2	0	-1
