0	-1.05001
10	-0.0181928
20	-0.00504607
30	-0.000712497
40	-1.87778e-005
50	-8.81264e-006
60	-1.68802e-006
70	-1.68802e-006
80	-5.82077e-008
90	-5.82077e-008
100	-1.16415e-008
